,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2090,25,79,1,2.9,1,307,0,0,0,0,1
2091,4,41,1,2.0,2,0,0,1,0,1,0
2092,23,19,4,0.4,3,84,0,0,0,1,0
2093,23,75,4,3.6,3,0,0,0,0,1,1
2094,31,64,3,2.5,1,208,0,0,0,0,1
2095,21,174,4,3.2,3,0,1,0,0,0,0
2096,29,54,2,2.3,3,93,0,0,0,0,0
2097,11,14,3,0.1,2,113,0,0,0,1,0
2098,35,94,1,3.8,1,272,0,0,0,0,0
2099,29,10,2,0.4,1,0,0,0,0,0,0
2100,6,145,1,0.8,1,84,0,0,0,1,0
2101,5,203,1,10.0,3,0,1,0,0,0,0
2102,2,81,2,1.6,3,0,0,0,0,1,1
2103,13,153,2,6.5,1,0,0,0,0,1,1
2104,14,58,4,0.2,3,0,0,0,0,1,0
2105,5,49,4,1.8,3,0,0,0,0,1,1
2106,38,132,1,2.9,1,0,0,0,0,0,0
2107,17,85,4,0.2,3,229,0,0,0,0,0
2108,32,85,3,2.6666666666666665,1,0,0,1,0,1,0
2109,23,178,1,6.5,3,0,1,0,0,0,0
2110,4,104,3,2.5,1,0,0,0,0,0,0
2111,34,40,1,1.6,1,0,0,0,0,1,0
2112,2,103,1,1.9,1,120,0,0,0,1,0
2113,33,25,2,1.0,1,0,0,0,0,1,0
2114,36,69,2,1.7,3,0,0,0,0,1,0
2115,31,30,3,1.4,1,0,0,0,0,0,0
2116,17,70,3,2.6666666666666665,2,0,0,0,0,0,0
2117,7,15,3,0.9,3,0,0,0,0,1,0
2118,5,125,2,1.3,1,0,0,0,0,1,1
2119,13,50,3,0.5,3,0,0,0,0,0,0
2120,17,44,1,0.3,3,0,0,0,0,1,0
2121,17,38,4,2.2,2,180,0,0,0,0,1
2122,29,64,3,0.8,1,119,0,0,0,0,1
2123,2,9,1,0.1,2,0,0,0,0,1,0
2124,9,44,3,0.9,1,89,0,0,0,0,0
2125,20,93,4,0.8,1,101,0,0,0,1,0
2126,19,83,4,0.4,1,141,0,0,0,0,0
2127,14,179,2,0.0,1,0,0,0,0,0,0
2128,40,40,1,1.1,3,0,0,0,0,0,0
2129,10,58,4,0.7,3,232,0,0,0,0,0
2130,31,74,3,2.6666666666666665,1,0,0,0,0,0,1
2131,31,15,1,0.2,1,0,0,0,0,0,0
2132,35,11,2,1.0,1,0,0,0,0,0,1
2133,15,41,1,2.0,2,176,0,0,0,1,0
2134,24,68,1,1.5,2,120,0,0,0,1,1
2135,15,28,1,0.75,3,0,0,1,0,0,0
2136,26,115,1,1.2,3,0,1,0,0,0,1
2137,40,83,4,0.1,2,247,0,0,0,1,0
2138,11,40,2,1.1,2,166,0,1,0,0,0
2139,32,113,1,0.1,3,0,0,0,0,1,0
2140,27,89,1,0.8,3,0,0,1,0,1,0
2141,4,38,4,1.6,1,0,0,0,0,0,0
2142,31,62,4,1.5,1,0,0,0,0,1,0
2143,31,65,3,1.7,1,109,0,0,0,0,0
2144,6,168,3,5.666666666666667,2,0,1,1,1,1,0
2145,32,40,3,1.7,1,0,0,0,0,1,1
2146,3,30,1,1.0,3,80,0,0,0,0,0
2147,3,20,4,1.0,1,0,0,0,0,0,0
2148,30,58,2,3.2,3,0,0,0,0,0,0
2149,22,150,1,7.3,1,193,0,0,0,0,0
2150,38,54,1,0.8,1,0,0,1,0,0,1
2151,16,19,2,0.3,2,105,0,0,0,0,0
2152,38,30,3,0.1,3,128,0,0,0,1,0
2153,14,123,1,5.2,1,0,0,0,0,1,0
2154,8,45,1,2.4,2,0,0,0,0,0,0
2155,38,154,1,2.9,1,0,0,0,0,1,0
2156,11,93,2,2.7,1,0,0,0,0,1,1
2157,0,71,4,0.2,1,78,0,1,0,0,0
2158,25,83,4,3.1,1,0,1,0,0,0,1
2159,35,99,1,4.8,3,255,1,0,0,0,1
2160,17,55,3,2.2,2,0,0,0,0,0,0
2161,28,38,4,0.9,2,95,0,0,0,1,1
2162,13,74,3,0.9,2,155,0,0,0,1,0
2163,3,69,4,1.8,3,0,0,0,0,1,0
2164,3,104,2,2.5,1,184,0,1,0,1,0
2165,0,38,4,1.0,3,154,0,0,0,1,0
2166,8,25,3,0.9,3,0,0,0,0,1,1
2167,40,162,1,1.3,1,0,0,0,0,1,0
2168,29,64,4,2.6,3,0,0,0,0,1,0
2169,27,30,2,0.7,2,0,0,0,0,1,1
2170,13,52,3,0.5,3,0,0,1,0,0,1
2171,11,42,1,1.5,3,0,0,0,0,1,0
2172,15,79,2,1.8,2,219,0,0,0,0,0
2173,10,34,1,1.7,1,164,0,0,0,0,0
2174,5,123,2,3.1,1,0,0,0,0,1,0
2175,12,160,2,3.3,1,0,0,0,0,0,0
2176,14,51,3,2.3333333333333335,2,0,0,0,0,1,0
2177,7,108,1,4.0,1,0,0,0,0,1,0
2178,13,158,2,2.3,2,0,1,0,1,1,1
2179,23,68,1,1.5,2,0,0,0,0,0,0
2180,33,42,2,1.6,3,0,0,0,0,1,0
2181,15,32,1,0.75,3,105,0,0,0,1,0
2182,14,22,2,1.4,3,0,0,0,0,0,0
2183,8,29,2,2.0,3,0,0,0,0,1,1
2184,36,183,2,3.4,3,0,1,0,0,0,0
2185,30,69,1,1.6,3,0,0,0,0,1,1
2186,2,92,2,0.2,1,0,0,0,0,1,0
2187,30,40,2,1.0,3,0,0,0,0,0,0
2188,4,9,4,0.5,3,86,0,0,0,1,1
2189,23,128,1,0.6,1,0,0,0,0,1,1
2190,3,110,2,0.2,1,294,0,1,0,0,1
2191,18,171,2,8.0,1,0,0,0,0,1,0
2192,1,13,4,1.0,1,95,0,0,0,0,1
2193,19,25,2,0.1,3,102,0,0,0,1,0
2194,9,123,1,1.6,2,0,1,0,0,1,0
2195,27,33,4,0.2,1,83,0,0,0,1,0
2196,24,189,4,4.75,2,0,1,0,0,1,0
2197,35,34,1,0.3,3,0,0,0,0,1,0
2198,35,58,1,0.0,2,0,0,0,0,1,0
2199,24,51,1,1.3,2,98,0,0,0,0,1
2200,25,29,2,1.3,1,0,0,0,0,0,0
2201,16,111,2,0.4,1,0,0,0,0,0,0
2202,24,43,4,1.9,3,0,0,0,0,1,0
2203,25,130,1,0.6,1,311,0,0,0,0,0
2204,37,20,2,0.4,1,76,0,0,0,0,0
2205,37,101,2,2.8,1,0,0,0,0,0,0
2206,7,48,4,2.2,2,207,0,0,0,0,0
2207,12,180,1,2.8,3,158,1,0,0,1,0
2208,40,92,2,0.0,3,185,0,1,0,1,0
2209,10,33,3,0.9,1,0,0,0,0,0,0
2210,33,51,2,1.9,2,0,0,0,0,0,0
2211,14,31,2,1.4,2,94,0,0,0,1,1
2212,22,83,1,2.7,1,0,0,0,0,1,0
2213,37,45,1,0.8,1,0,0,0,0,0,0
2214,27,89,1,0.8,3,146,0,0,0,1,1
2215,3,193,3,4.0,2,0,1,0,0,1,0
2216,40,89,1,3.8,1,0,0,0,0,0,0
2217,24,162,4,3.3,2,446,1,0,1,1,0
2218,13,9,2,0.3,2,0,0,0,0,0,0
2219,22,58,4,2.0,3,223,0,0,0,1,0
2220,40,80,1,0.8,3,0,0,0,0,1,0
2221,33,73,2,1.7,3,0,0,0,0,1,1
2222,20,41,1,0.3,1,0,0,0,0,1,0
2223,28,74,3,2.0,2,0,0,1,0,0,0
2224,12,29,2,1.4,3,0,0,0,0,1,0
2225,24,25,4,0.4,3,115,0,0,0,0,0
2226,1,98,1,5.4,1,0,0,0,0,1,0
2227,35,59,4,1.7,2,0,0,0,0,1,1
2228,23,43,4,1.9,3,0,0,0,0,1,0
2229,22,72,4,1.4,2,149,0,0,0,1,1
2230,11,183,1,3.0,3,0,1,0,1,1,1
2231,20,134,1,5.7,1,146,0,1,0,1,0
2232,33,140,2,0.5,1,262,0,0,0,1,0
2233,35,39,1,1.8,3,0,0,0,0,1,0
2234,12,35,4,0.4,2,0,0,0,0,1,0
2235,37,141,2,6.9,1,0,0,0,0,1,1
2236,24,23,1,0.5,2,0,0,0,0,1,0
2237,5,134,1,0.0,1,0,0,0,0,1,1
2238,22,35,1,1.4,3,0,0,0,0,1,0
2239,29,42,4,2.5,1,0,0,1,0,0,0
2240,17,81,4,0.2,3,167,0,1,0,0,0
2241,0,14,4,0.4,1,94,0,0,0,1,0
2242,17,45,1,1.8,1,172,0,1,0,1,0
2243,28,79,3,1.7,2,150,0,0,0,1,1
2244,31,53,1,0.8,2,120,0,0,0,0,0
2245,28,33,2,0.7,2,0,0,0,0,0,1
2246,11,190,3,3.1,2,266,1,0,0,0,0
2247,34,60,1,2.5,3,103,0,0,0,0,0
2248,37,8,1,0.8,2,97,0,0,0,1,0
2249,14,38,3,1.0,2,150,0,0,0,1,0
2250,22,154,1,5.0,1,0,0,0,0,1,0
2251,5,54,4,2.2,2,0,0,0,0,0,0
2252,32,41,3,1.4,1,0,0,0,0,1,0
2253,35,25,2,0.3,1,75,0,0,0,1,0
2254,22,53,2,1.7,1,109,0,0,0,0,0
2255,9,79,1,0.1,1,0,0,0,0,1,0
2256,31,13,4,0.9,2,76,0,0,1,1,1
2257,23,130,2,1.4,1,0,0,0,0,0,0
2258,33,93,2,0.7,2,0,0,0,0,0,0
2259,0,82,3,0.8,1,0,0,0,0,1,0
2260,14,15,2,0.3,2,92,0,0,0,0,0
2261,3,150,4,5.0,2,0,1,0,0,1,0
2262,29,131,2,0.7,2,0,1,0,0,0,1
2263,21,28,3,1.5,1,0,0,0,0,1,0
2264,11,9,4,0.7,2,0,0,0,0,1,0
2265,23,88,4,1.4,2,0,0,0,0,0,0
2266,13,143,1,4.1,1,0,0,0,0,0,0
2267,13,168,2,1.3,3,0,1,0,0,0,0
2268,3,105,1,3.0,2,0,1,1,0,0,0
2269,18,62,3,2.1,3,0,0,0,0,1,0
2270,2,51,4,2.6,1,0,0,0,0,1,0
2271,34,101,3,4.4,1,0,0,0,0,1,1
2272,3,90,3,0.8,1,0,0,0,0,1,0
2273,1,83,4,2.1,3,0,0,0,0,1,1
2274,15,21,2,0.0,3,0,0,0,0,1,0
2275,16,115,1,3.4,1,0,0,0,0,1,0
2276,3,172,4,4.4,1,0,1,0,0,0,0
2277,6,32,2,1.0,2,0,0,0,0,0,0
2278,4,204,2,4.5,1,0,0,0,0,1,0
2279,23,34,4,0.6,1,0,0,0,1,1,1
2280,7,30,2,2.0,3,132,0,0,0,0,0
2281,32,31,3,1.3,2,0,0,0,0,1,1
2282,14,90,2,2.7,1,0,0,0,0,1,1
2283,28,79,4,2.6,3,0,0,0,0,0,0
2284,23,22,4,0.6,1,0,0,0,0,1,1
2285,22,114,1,2.4,3,0,1,0,0,1,0
2286,36,42,1,0.5,3,128,0,0,0,1,0
2287,6,29,1,0.2,3,90,0,0,0,1,0
2288,11,72,3,2.6,2,0,0,0,0,1,0
2289,35,68,1,1.8,3,95,0,0,0,0,0
2290,13,78,4,0.7,3,0,0,0,0,1,0
2291,23,90,1,2.7,1,323,0,0,0,0,0
2292,33,170,2,2.1,2,0,1,0,0,0,0
2293,17,14,2,0.1,2,0,0,0,0,1,0
2294,15,129,2,1.9,1,0,0,0,0,0,0
2295,23,39,3,1.0,3,87,0,0,0,1,0
2296,3,82,2,0.2,1,0,0,0,0,0,1
2297,35,31,3,0.4,2,0,0,0,0,1,1
2298,24,9,4,0.5,2,0,0,0,0,0,1
2299,37,15,3,0.1,3,91,0,0,0,0,0
2300,41,70,3,2.2,1,0,0,0,0,0,0
2301,13,84,4,0.7,3,0,0,0,0,0,0
2302,17,155,1,7.0,1,0,0,0,0,0,1
2303,21,89,2,0.8,3,0,0,0,0,1,1
2304,2,170,3,4.7,1,0,1,0,0,1,0
2305,7,185,2,6.7,1,0,0,0,1,1,1
2306,13,82,2,2.2,1,0,0,0,0,0,0
2307,31,60,3,1.7,1,0,0,0,0,1,0
2308,13,58,2,2.4,2,0,0,0,0,1,0
2309,12,29,1,1.3333333333333333,1,81,0,0,0,1,0
2310,6,32,2,0.3,1,0,0,0,0,0,0
2311,37,115,4,3.4,2,0,0,0,0,1,1
2312,22,83,2,2.4,2,0,0,0,0,1,0
2313,32,54,3,0.3,2,0,0,0,0,1,1
2314,2,112,4,1.8,3,0,0,1,0,1,0
2315,26,182,2,1.4,2,0,1,0,0,1,0
2316,30,112,2,6.8,1,0,0,0,0,1,0
2317,5,129,3,5.9,3,319,1,1,1,0,1
2318,34,23,1,0.8,2,112,0,0,0,1,0
2319,9,198,2,3.0,1,422,0,0,0,1,0
2320,22,84,4,2.0,3,0,0,0,0,1,0
2321,15,39,3,0.5,3,0,0,0,0,0,0
2322,37,129,1,1.3,1,0,0,0,0,1,0
2323,7,113,2,2.0,2,315,0,0,0,0,0
2324,11,35,1,0.75,3,114,0,0,0,1,0
2325,30,85,1,0.1,3,0,0,0,0,0,0
2326,19,73,4,2.9,1,0,0,0,0,0,0
2327,25,70,1,0.8,3,0,0,1,0,1,0
2328,2,130,3,4.4,1,192,1,0,0,1,0
2329,4,39,1,1.5,1,0,0,0,0,1,0
2330,5,72,4,1.8,2,242,0,0,0,1,1
2331,37,68,4,2.3,3,0,0,0,0,0,0
2332,16,35,1,1.4,3,0,0,0,0,1,1
2333,21,61,3,0.7,1,0,0,1,1,1,1
2334,21,69,4,1.9,1,0,0,0,0,0,0
2335,13,59,1,3.6,2,0,0,0,0,0,0
2336,8,99,2,4.5,3,217,0,0,0,0,0
2337,16,201,1,10.0,2,0,1,0,0,0,1
2338,18,130,2,7.5,1,0,0,0,0,0,1
2339,31,72,3,2.0,2,0,0,0,0,0,0
2340,9,44,1,1.2,1,0,0,0,0,0,0
2341,10,91,1,1.5,3,289,0,0,0,1,0
2342,37,92,3,0.5,1,310,0,0,0,1,0
2343,34,55,1,0.8,1,168,0,0,0,1,1
2344,40,20,3,0.5,1,102,0,0,0,1,1
2345,40,89,1,4.1,1,299,1,0,1,1,0
2346,26,59,2,1.5,2,239,0,0,0,0,1
2347,39,8,3,0.1,3,87,0,0,0,0,1
2348,25,85,4,4.9,1,0,0,0,0,1,1
2349,35,94,1,4.3,1,76,0,1,1,1,0
2350,28,22,2,0.4,1,0,0,0,0,1,1
2351,31,74,2,3.2,3,0,0,0,0,1,1
2352,19,59,3,2.6666666666666665,2,0,0,0,0,0,0
2353,36,12,4,0.6,2,0,0,0,0,1,1
2354,9,8,1,0.4,2,0,0,0,0,1,0
2355,31,74,3,1.6,3,0,0,0,0,1,1
2356,5,184,4,3.4,2,0,1,0,1,1,1
2357,19,34,4,0.0,2,0,0,0,0,0,0
2358,27,63,2,0.8,3,0,0,1,0,1,0
2359,12,123,2,5.6,2,0,1,0,1,1,1
2360,1,85,2,1.6,3,0,0,0,0,0,0
2361,12,109,3,0.5,3,0,1,1,1,1,0
2362,15,31,1,0.6,3,0,0,0,0,1,0
2363,13,61,2,2.4,2,90,0,0,0,1,0
2364,35,88,2,1.6,1,0,0,0,0,0,1
2365,18,22,2,0.3,2,0,0,0,0,0,0
2366,4,63,4,2.2,2,0,0,1,0,1,0
2367,1,80,4,0.2,1,0,0,0,0,1,1
2368,22,78,3,2.1,1,0,0,0,0,1,1
2369,24,45,4,0.1,1,93,0,0,0,1,0
2370,7,51,4,2.1,3,0,0,0,0,0,1
2371,6,111,2,1.5,3,0,0,0,0,0,0
2372,10,45,3,2.8,1,153,0,0,0,1,1
2373,9,184,2,4.8,2,0,1,0,0,0,0
2374,5,41,2,1.0,2,112,0,1,0,1,0
2375,30,69,4,1.3,3,0,0,1,1,1,1
2376,33,23,3,0.2,1,0,0,0,0,0,0
2377,23,160,2,6.666666666666667,1,0,0,0,0,0,0
2378,5,61,1,0.8,2,251,0,1,1,1,0
2379,18,110,2,6.1,1,182,0,0,0,1,0
2380,16,50,2,0.6,3,0,0,0,0,0,0
2381,9,49,1,2.4,2,0,0,0,0,1,0
2382,20,185,4,7.5,2,428,1,0,0,0,1
2383,39,52,2,1.1,1,0,0,0,0,1,1
2384,37,53,2,2.8,1,0,0,0,0,1,0
2385,17,125,4,3.5,2,0,1,0,0,0,0
2386,5,72,3,1.6,1,0,0,0,0,1,0
2387,2,51,4,1.8,3,0,0,0,0,0,1
2388,39,23,3,0.5,1,0,0,1,0,0,0
2389,1,41,1,1.9,3,0,0,0,0,0,1
2390,9,41,3,2.0,1,108,0,0,0,1,0
2391,12,138,1,4.666666666666667,2,0,1,0,0,1,0
2392,20,138,2,3.3,1,0,0,0,0,0,1
2393,28,14,4,0.8,1,0,0,0,0,1,1
2394,18,145,2,8.0,1,505,0,0,0,0,0
2395,17,25,3,1.0,2,0,0,0,0,0,1
2396,10,43,1,1.7,1,142,0,0,0,0,1
2397,22,93,1,0.2,2,309,0,0,0,1,0
2398,29,90,2,0.3,1,217,0,1,0,0,1
2399,36,41,2,1.0,3,154,0,1,0,1,0
2400,36,169,2,6.1,3,106,1,0,1,1,1
2401,17,63,2,2.2,3,0,0,0,0,1,0
2402,21,23,3,0.6666666666666666,2,95,0,0,0,0,0
2403,13,140,4,0.5,1,0,1,0,0,0,0
2404,15,75,1,1.5,3,0,0,0,0,1,0
2405,32,13,4,0.9,2,78,0,1,0,1,0
2406,7,10,1,0.5,3,81,0,0,0,1,0
2407,15,100,1,0.8,2,0,0,0,0,1,0
2408,22,85,3,1.1,1,203,0,0,0,1,0
2409,31,73,3,2.6666666666666665,1,219,0,0,0,1,0
2410,4,130,2,6.7,1,0,0,0,0,0,1
2411,22,65,3,2.7,2,0,0,0,0,1,0
2412,36,59,4,1.7,1,148,0,0,0,0,0
2413,34,31,2,1.0,3,0,0,0,0,0,0
2414,10,134,1,4.0,1,0,0,0,0,0,0
2415,21,11,4,0.2,1,106,0,0,0,1,1
2416,35,32,1,0.3,3,80,0,0,0,1,0
2417,0,53,2,1.6,3,0,0,0,0,1,1
2418,17,28,1,0.7,1,0,0,0,0,0,1
2419,37,44,2,1.0,3,0,0,0,0,1,0
2420,39,40,1,0.8,1,118,0,0,0,0,1
2421,19,40,3,0.6,2,0,0,0,0,1,0
2422,32,163,2,0.5,1,400,0,0,0,0,0
2423,25,82,1,1.3,3,0,0,0,0,1,0
2424,12,89,4,1.4,2,0,0,0,0,0,0
2425,30,78,4,1.6,2,0,0,0,0,1,1
2426,36,55,3,0.9,3,197,0,0,0,0,0
2427,5,34,4,0.4,2,0,0,0,0,1,0
2428,12,108,4,3.6666666666666665,2,301,1,0,0,0,1
2429,7,58,4,2.2,2,0,0,0,0,1,1
2430,0,73,4,2.6,1,0,0,0,0,1,0
2431,31,54,4,2.1,1,0,0,0,0,1,0
2432,30,45,4,0.9,2,0,0,0,0,0,1
2433,11,123,1,2.3,2,0,1,1,1,1,0
2434,12,93,1,5.2,1,267,0,0,0,1,0
2435,9,102,4,2.2,2,0,0,0,0,1,0
2436,29,39,3,1.5,1,0,0,0,0,1,0
2437,40,114,4,3.4,2,0,0,0,0,0,1
2438,37,29,1,0.3,3,0,0,0,0,0,1
2439,25,30,3,0.6,2,144,0,0,0,0,1
2440,5,22,1,0.6,3,0,0,0,0,0,0
2441,38,38,2,0.3,1,186,0,0,0,1,1
2442,15,41,2,1.7,1,0,0,0,0,0,0
2443,3,161,4,1.7,3,422,1,0,1,1,1
2444,35,38,3,0.5,2,0,0,0,0,1,1
2445,23,25,1,0.9,3,0,0,0,0,1,0
2446,1,70,4,2.6,1,218,0,0,0,1,0
2447,19,201,2,8.8,1,0,0,0,0,1,1
2448,26,42,2,0.6,3,0,0,0,0,1,1
2449,7,64,1,1.2,1,0,0,0,0,1,0
2450,7,28,4,1.1,3,0,0,0,0,0,0
2451,25,119,1,4.9,1,208,0,0,0,1,1
2452,1,28,1,1.0,3,0,0,0,0,1,0
2453,19,60,3,2.1,3,0,0,0,0,1,0
2454,29,23,1,1.5,2,0,0,0,0,0,0
2455,8,164,4,7.4,3,0,1,0,0,1,0
2456,30,39,2,0.8,1,0,0,0,0,0,1
2457,17,19,2,0.0,3,85,0,0,0,1,1
2458,20,72,2,0.8,3,0,0,0,0,1,1
2459,37,41,3,0.9,3,0,0,0,0,1,1
2460,5,32,2,0.3,2,130,0,0,0,1,0
2461,5,69,1,0.8,2,0,0,0,0,1,0
2462,28,23,3,0.4,1,0,0,0,0,1,0
2463,9,44,4,0.2,1,0,0,0,0,1,0
2464,36,32,3,0.4,2,165,0,0,0,1,0
2465,34,25,2,0.3,1,123,0,0,0,1,0
2466,1,80,2,1.6,3,0,0,0,0,1,0
2467,16,83,1,0.8,2,230,0,1,0,1,0
2468,23,133,1,7.3,1,0,0,0,0,1,1
2469,18,89,1,0.1,2,307,0,0,0,0,1
2470,7,81,2,4.5,3,187,0,0,1,1,1
2471,11,44,2,1.1,2,85,0,0,0,1,0
2472,36,119,2,2.0,1,0,0,0,0,0,0
2473,32,39,4,0.9,1,147,0,0,0,0,0
2474,38,40,2,1.0,3,0,0,0,0,0,0
2475,26,79,3,0.8,1,183,0,0,0,0,0
2476,28,30,4,0.7,2,0,0,0,0,1,0
2477,14,179,1,2.6,3,0,1,0,0,1,0
2478,5,178,2,6.7,1,0,0,0,0,0,0
2479,30,82,4,3.8,2,0,0,0,0,1,0
2480,13,50,2,2.4,2,0,0,0,0,0,0
2481,30,64,2,1.9,2,0,0,0,0,0,0
2482,4,129,1,1.5,1,0,0,0,0,0,1
2483,18,68,4,2.9,1,0,0,1,0,0,0
2484,21,30,1,1.4,3,112,0,1,0,0,0
2485,36,48,3,1.5,1,0,0,0,0,0,1
2486,36,130,1,1.3,1,257,0,0,0,0,0
2487,20,40,1,0.5,3,0,0,1,0,1,0
2488,14,105,2,1.9,1,0,0,0,0,1,0
2489,3,41,4,0.2,1,0,0,0,0,1,0
2490,28,168,3,6.5,3,118,1,0,0,1,0
2491,14,80,2,2.7,1,0,0,0,0,1,0
2492,3,134,2,3.1,1,0,0,0,0,1,0
2493,9,49,1,2.5,3,0,0,0,0,0,0
2494,9,63,2,1.8,1,0,0,0,0,1,0
2495,22,70,4,1.9,1,212,0,0,0,0,1
2496,37,32,3,0.7,2,141,0,0,0,0,0
2497,9,14,3,0.9,3,114,0,0,0,0,0
2498,14,111,2,6.1,1,326,0,0,0,0,0
2499,27,38,4,2.8,2,144,0,1,0,1,0
2500,2,121,2,2.0,1,341,0,0,0,1,0
2501,18,90,4,2.6,3,0,0,0,0,1,0
2502,31,178,2,6.0,2,0,1,0,0,1,0
2503,14,20,4,0.4,2,79,0,0,0,1,1
2504,24,61,2,1.7,1,229,0,0,0,0,1
2505,7,43,4,0.8,1,0,0,0,0,0,0
2506,42,39,1,1.9,2,0,0,0,0,1,1
2507,34,60,4,2.1,1,234,0,0,0,1,1
2508,15,63,3,3.0,1,0,0,1,0,1,0
2509,11,8,4,0.2,3,81,0,0,0,0,1
2510,38,52,4,1.3,2,0,0,0,0,1,1
2511,27,92,4,3.0,1,0,1,0,1,1,1
2512,32,111,2,1.4,1,298,0,0,0,1,0
2513,26,71,1,1.4,3,0,0,0,0,0,0
2514,16,25,2,0.1,2,91,0,1,0,0,0
2515,5,34,1,1.9,3,156,0,0,0,1,0
2516,3,74,3,2.6,3,0,0,0,0,0,0
2517,31,120,2,2.0,1,0,0,0,0,0,1
2518,37,50,4,1.3,2,0,0,0,0,0,1
2519,36,10,2,1.0,1,0,0,0,0,1,1
2520,29,45,4,2.5,2,113,0,0,0,1,0
2521,23,29,4,1.8,1,0,0,0,0,1,1
2522,37,145,2,6.9,1,0,0,0,0,1,0
2523,23,100,2,6.3,1,0,0,0,0,0,0
2524,25,24,3,0.4,1,0,0,0,0,1,0
2525,8,60,1,1.2,1,0,0,0,0,1,1
2526,1,50,4,0.6,2,0,0,0,0,0,0
2527,1,43,3,1.1,2,0,0,0,0,0,0
2528,31,79,3,4.4,1,0,0,0,0,0,1
2529,5,44,3,0.1,2,0,0,0,0,1,1
2530,30,31,4,1.5,3,0,0,0,0,1,0
2531,35,14,2,1.0,1,107,0,0,0,1,0
2532,28,19,4,0.8,1,106,0,0,0,0,1
2533,29,111,1,1.1,2,0,1,0,0,1,0
2534,30,90,1,1.9,2,0,0,0,0,1,0
2535,25,21,2,0.7,3,129,0,0,0,0,0
2536,25,104,1,4.2,2,0,1,0,0,1,0
2537,27,75,1,1.9,2,0,0,0,0,1,0
2538,12,175,2,7.8,1,297,0,0,0,1,1
2539,7,98,1,4.2,1,171,1,1,1,0,0
2540,23,41,4,0.1,1,153,0,0,0,1,0
2541,8,171,2,2.2,2,569,1,0,0,1,0
2542,30,79,4,1.6,2,0,0,0,0,1,0
2543,39,24,4,0.6,2,0,0,0,0,0,0
2544,34,90,1,3.6,2,0,1,0,0,0,0
2545,2,39,3,2.4,2,0,0,0,0,1,0
2546,25,9,2,0.0,1,0,0,1,0,0,0
2547,13,15,2,0.1,2,90,0,0,0,1,0
2548,24,80,1,2.7,1,0,0,0,0,1,0
2549,15,63,1,0.7,3,79,0,0,0,0,1
2550,8,20,1,0.5,3,102,0,0,0,1,0
2551,22,43,2,2.1,3,0,0,1,1,1,1
2552,15,65,1,1.5,3,0,0,0,0,0,0
2553,15,91,2,1.7,2,151,0,0,0,0,0
2554,39,53,1,0.8,1,0,0,0,0,0,0
2555,32,110,3,1.7,2,0,0,0,0,0,0
2556,4,82,3,1.5,1,103,0,0,0,1,0
2557,11,23,4,0.2,3,0,0,0,0,1,0
2558,19,172,2,6.666666666666667,1,0,0,0,0,1,0
2559,12,88,2,2.7,1,0,0,0,0,1,0
2560,18,71,2,0.8,3,0,0,0,0,1,0
2561,5,180,1,2.9,3,144,1,1,0,0,0
2562,21,39,2,2.1,3,184,0,0,0,0,1
2563,13,94,1,1.5,3,0,0,0,0,0,1
2564,16,25,3,1.0,2,0,0,0,0,1,0
2565,15,10,2,0.0,3,102,0,0,0,1,0
2566,5,42,1,1.0,1,184,0,0,0,0,0
2567,33,142,2,3.9,1,0,0,0,0,0,1
2568,21,34,2,1.3,1,0,0,0,0,1,0
2569,10,139,1,4.6,1,0,0,0,0,0,0
2570,4,154,2,4.5,1,207,0,0,0,1,0
2571,8,40,2,2.0,3,89,0,0,0,0,0
2572,32,33,1,1.5,3,140,0,0,0,1,1
2573,34,80,2,1.6,1,0,0,0,0,1,1
2574,18,10,3,0.6666666666666666,2,100,0,0,0,1,0
2575,16,41,3,0.5,3,0,0,0,0,1,0
2576,36,30,4,1.3,1,118,0,0,0,1,1
2577,29,78,1,0.8,3,190,0,0,0,1,0
2578,21,164,1,5.0,1,0,0,0,0,0,1
2579,27,23,1,0.4,3,0,0,0,0,0,0
2580,7,149,1,6.0,1,0,0,0,0,0,0
2581,34,25,4,0.7,3,0,0,0,0,1,0
2582,9,42,1,2.1,3,0,0,0,0,1,0
2583,11,71,1,2.5,1,185,0,0,0,1,1
2584,34,114,3,4.2,2,0,1,0,0,1,0
2585,26,70,1,2.8,2,0,0,0,0,1,1
2586,23,149,4,6.1,1,0,1,0,0,0,1
2587,33,55,4,2.5,2,0,0,0,0,1,0
2588,36,29,1,1.3,1,0,0,0,0,0,0
2589,40,123,1,3.8,1,0,0,0,0,1,1
2590,20,152,1,7.4,3,374,1,0,1,1,1
2591,7,8,4,0.7,2,0,0,0,0,0,0
2592,32,69,4,0.7,1,245,0,0,0,0,0
2593,23,161,4,7.9,3,310,1,0,0,0,0
2594,23,79,1,0.2,2,0,0,0,0,0,0
2595,10,105,1,4.6,1,0,0,0,0,0,0
2596,8,39,3,2.3,1,0,0,0,0,0,0
2597,23,163,1,5.0,1,0,0,0,0,0,0
2598,20,9,1,0.2,1,0,0,0,0,1,0
2599,20,71,4,2.0,3,0,0,0,0,0,1
2600,18,51,3,2.1,3,0,0,0,0,0,0
2601,24,32,1,1.4,3,167,0,0,0,0,0
2602,26,161,4,4.3,1,0,1,0,1,1,1
2603,27,60,1,0.2,1,0,0,0,0,1,0
